usuario_temp,origen_plataforma,IP_usuario,tiempo_en_pagina,fecha_hora,Localizacion,programa_oferta_click,Id_usuario,Dispositivo,Matriculado
TEMP_000505,Instagram,57.84.183.92,60,2024-11-05 11:02:03,"Monterrey, México",C0009,U0022,tablet,False
TEMP_000506,Instagram,164.89.189.16,900,2024-08-14 20:05:34,"Valparaíso, Chile",C0021,,desktop,False
TEMP_000507,Instagram,88.79.153.165,381,2025-10-02 08:48:48,"Barcelona, España",,U00273,tablet,True
TEMP_000508,Instagram,186.230.203.11,10,2025-11-15 12:31:29,"Sevilla, España",,,mobile,False
TEMP_000509,Google,173.4.105.151,108,2024-07-21 11:58:48,"Bogotá, Colombia",C0024,,mobile,False
TEMP_000510,Instagram,82.179.203.155,60,2024-10-04 13:28:07,"Madrid, España",C0004,U00424,mobile,False
TEMP_000511,Instagram,134.249.167.59,143,2025-04-02 08:19:58,"Valparaíso, Chile",C0015,,desktop,False
TEMP_000512,Google,168.123.6.233,60,2024-03-13 18:01:35,"Málaga, España",C0025,,tablet,False
TEMP_000513,Google Ads,203.158.172.147,900,2025-02-07 11:21:26,"Valencia, España",C0010,,mobile,False
TEMP_000514,LinkedIn,88.238.141.87,60,2024-10-28 14:22:55,"Bilbao, España",C0027,,mobile,False
TEMP_000515,LinkedIn,175.40.81.33,283,2025-07-14 11:55:46,"Guadalajara, México",C0021,,mobile,False
TEMP_000516,LinkedIn,22.210.111.218,60,2024-08-18 12:58:34,"Monterrey, México",,U00686,desktop,True
TEMP_000517,Google,163.59.54.117,115,2024-09-25 14:27:21,"Barcelona, España",C0022,,tablet,False
TEMP_000518,Instagram,25.149.117.36,146,2025-01-22 10:58:20,"Barcelona, España",C0010,,mobile,False
TEMP_000519,Instagram,134.217.232.107,28,2024-02-19 06:22:18,"Arequipa, Perú",C0008,,desktop,False
TEMP_000520,LinkedIn,19.221.141.194,60,2024-04-26 15:58:23,"Guadalajara, México",C0022,,mobile,False
TEMP_000521,Google Ads,12.75.73.183,116,2025-08-26 13:12:45,"Málaga, España",C0002,U0012,tablet,False
TEMP_000522,Instagram,174.189.101.80,153,2025-06-12 09:31:49,"Valencia, España",C0018,U00586,tablet,True
TEMP_000523,Google,49.64.42.210,256,2025-11-09 14:55:06,"Monterrey, México",,,mobile,False
TEMP_000524,LinkedIn,173.173.226.188,101,2025-04-12 04:39:56,"Valencia, España",C0010,,desktop,False
TEMP_000525,LinkedIn,82.80.32.184,51,2025-08-15 19:23:55,"Sevilla, España",C0013,,tablet,False
TEMP_000526,LinkedIn,223.182.120.85,60,2025-02-08 00:36:02,"Málaga, España",C0024,U00505,tablet,False
TEMP_000527,Instagram,112.69.42.110,188,2025-10-16 13:40:04,"Medellín, Colombia",C0018,,desktop,False
TEMP_000528,Instagram,61.189.232.50,364,2024-01-19 16:09:51,"Arequipa, Perú",C0001,,mobile,False
TEMP_000529,LinkedIn,2.223.75.65,900,2024-06-16 12:29:27,"Lima, Perú",C0017,,desktop,False
TEMP_000530,Instagram,219.214.148.40,669,2024-01-04 16:56:19,"Málaga, España",C0028,,desktop,False
TEMP_000531,LinkedIn,180.189.113.143,55,2025-09-07 11:52:51,"Valencia, España",C0029,U00410,mobile,True
TEMP_000532,Instagram,137.169.132.248,21,2025-01-29 09:40:09,"Málaga, España",,,tablet,False
TEMP_000533,LinkedIn,9.13.38.38,56,2024-10-30 12:46:12,"Zaragoza, España",C0018,,mobile,False
TEMP_000534,LinkedIn,128.20.48.132,45,2025-01-10 21:04:57,"Arequipa, Perú",,,tablet,False
TEMP_000535,LinkedIn,230.205.55.14,284,2025-07-07 08:51:55,"Zaragoza, España",C0030,,mobile,False
TEMP_000536,Google,189.199.237.110,234,2025-02-19 18:34:22,"Barcelona, España",C0024,,mobile,False
TEMP_000537,Google Ads,15.241.73.98,303,2024-03-22 17:06:30,"Guadalajara, México",C0011,,mobile,False
TEMP_000538,Google,106.252.92.142,60,2024-12-02 13:38:58,"Málaga, España",C0028,,desktop,False
TEMP_000539,LinkedIn,129.253.243.161,392,2025-05-24 11:36:56,"Valencia, España",C0026,,tablet,False
TEMP_000540,Google Ads,27.88.170.205,316,2024-09-15 11:07:07,"Málaga, España",C0007,,mobile,False
TEMP_000541,Google Ads,192.124.171.79,60,2025-09-07 17:47:04,"Málaga, España",C0007,U00210,mobile,True
TEMP_000542,Instagram,163.122.175.222,19,2024-07-17 10:43:52,"Zaragoza, España",C0013,,tablet,False
TEMP_000543,LinkedIn,210.187.196.45,124,2024-02-16 13:01:30,"Valparaíso, Chile",,U009,desktop,False
TEMP_000544,Google,48.214.138.110,673,2024-11-20 15:34:09,"Lima, Perú",,,mobile,False
TEMP_000545,Google Ads,170.21.42.38,280,2025-03-14 11:40:47,"Arequipa, Perú",C0012,,tablet,False
TEMP_000546,Google,145.16.11.172,145,2025-03-08 03:34:27,"Lisboa, Portugal",C0002,U00435,mobile,True
TEMP_000547,Google,188.65.176.25,255,2025-11-02 08:31:26,"Cali, Colombia",C0022,,mobile,False
TEMP_000548,Google,105.93.88.221,900,2024-04-07 08:29:20,"Santiago, Chile",,,mobile,False
TEMP_000549,Google Ads,21.160.70.124,21,2024-05-09 20:05:11,"Buenos Aires, Argentina",C0026,U00544,desktop,True
TEMP_000550,LinkedIn,52.187.15.20,556,2024-10-10 17:24:58,"Barcelona, España",C0016,,mobile,False
TEMP_000551,LinkedIn,84.225.6.46,134,2024-06-20 14:04:59,"Valencia, España",C0021,,tablet,False
TEMP_000552,Google Ads,169.94.108.196,166,2025-09-01 14:21:25,"Valparaíso, Chile",C0031,,mobile,False
TEMP_000553,LinkedIn,137.92.165.15,159,2024-04-03 03:25:12,"Zaragoza, España",C0027,,tablet,False
TEMP_000554,Instagram,46.42.188.188,361,2025-01-08 23:28:57,"Bilbao, España",C0016,U00540,mobile,True
TEMP_000555,LinkedIn,30.103.180.2,107,2025-04-06 15:02:32,"Sevilla, España",C0012,,mobile,False
TEMP_000556,LinkedIn,26.164.144.180,249,2024-07-29 18:23:02,"Ciudad de México, México",C0008,,mobile,False
TEMP_000557,LinkedIn,33.39.162.218,60,2024-08-05 17:56:54,"Córdoba, Argentina",C0024,,mobile,False
TEMP_000558,Instagram,6.181.248.144,299,2024-03-23 05:00:50,"Málaga, España",,,mobile,False
TEMP_000559,Instagram,9.67.147.41,103,2025-10-16 13:09:04,"Rosario, Argentina",C0005,U0055,tablet,True
TEMP_000560,Instagram,206.117.76.51,24,2025-10-02 13:42:23,"Rosario, Argentina",C0020,,tablet,False
TEMP_000561,Instagram,218.183.201.179,604,2025-07-08 05:26:10,"Córdoba, Argentina",C0011,,desktop,False
TEMP_000562,Google Ads,66.49.165.65,132,2025-11-08 10:47:11,"Bilbao, España",,,mobile,False
TEMP_000563,Instagram,166.230.191.120,90,2024-12-24 21:17:11,"Oporto, Portugal",C0016,U00488,tablet,False
TEMP_000564,Google Ads,232.141.120.244,91,2024-03-06 18:07:42,"Monterrey, México",,,mobile,False
TEMP_000565,Instagram,86.52.35.160,132,2025-01-13 21:49:37,"Medellín, Colombia",C0023,,desktop,False
TEMP_000566,LinkedIn,131.198.37.82,345,2025-08-11 20:37:07,"Sevilla, España",C0004,,desktop,False
TEMP_000567,Google,31.79.245.228,166,2025-10-07 13:47:23,"Madrid, España",C0029,,mobile,False
TEMP_000568,Google Ads,127.25.254.40,298,2025-01-14 18:12:58,"Barcelona, España",C0025,,mobile,False
TEMP_000569,LinkedIn,26.105.240.203,274,2024-11-02 12:42:27,"Rosario, Argentina",C0005,U0085,tablet,False
TEMP_000570,Google,92.116.15.69,635,2024-11-15 11:16:21,"Córdoba, Argentina",C0005,,mobile,False
TEMP_000571,Google,171.107.250.114,60,2024-05-16 06:23:43,"Zaragoza, España",,U00183,desktop,False
TEMP_000572,LinkedIn,216.186.129.221,518,2024-02-24 16:43:26,"Lima, Perú",,,tablet,False
TEMP_000573,Instagram,223.82.71.180,233,2024-05-15 14:55:05,"Málaga, España",C0001,,mobile,False
TEMP_000574,LinkedIn,7.179.111.195,505,2024-01-25 08:51:12,"Lima, Perú",C0022,,mobile,False
TEMP_000575,LinkedIn,34.147.137.4,485,2024-07-16 09:58:23,"Sevilla, España",,U0093,mobile,False
TEMP_000576,Google Ads,134.167.103.156,31,2024-12-26 20:52:58,"Málaga, España",C0001,U00308,tablet,True
TEMP_000577,Instagram,84.156.62.72,257,2024-01-29 04:14:21,"Valencia, España",C0010,U0015,mobile,True
TEMP_000578,Google,19.25.34.49,723,2024-04-17 05:08:11,"Medellín, Colombia",,,mobile,False
TEMP_000579,Google,184.55.90.45,602,2024-04-13 19:34:15,"Zaragoza, España",C0029,,mobile,False
TEMP_000580,Google Ads,109.62.84.18,118,2025-01-10 14:47:12,"Valencia, España",C0010,,tablet,False
TEMP_000581,Instagram,129.68.166.254,60,2024-12-20 14:48:39,"Cali, Colombia",C0026,,tablet,False
TEMP_000582,Instagram,124.130.212.88,308,2025-08-27 20:07:20,"Málaga, España",C0018,,desktop,False
TEMP_000583,LinkedIn,36.184.166.120,143,2024-03-19 09:05:24,"Sevilla, España",C0017,,tablet,False
TEMP_000584,Google,99.7.142.140,60,2024-11-02 20:50:22,"Arequipa, Perú",C0025,,desktop,False
TEMP_000585,Instagram,132.77.38.146,143,2024-08-15 13:46:25,"Zaragoza, España",C0029,,tablet,False
TEMP_000586,Google,159.44.30.123,864,2024-05-07 10:11:39,"Málaga, España",C0013,U00196,mobile,True
TEMP_000587,Instagram,13.49.162.76,10,2024-05-01 11:40:48,"Milán, Italia",C0020,,mobile,False
TEMP_000588,LinkedIn,118.175.45.58,161,2024-06-08 15:54:10,"Bilbao, España",,,tablet,False
TEMP_000589,Google Ads,76.106.143.19,60,2025-05-14 08:56:49,"Bilbao, España",,,mobile,False
TEMP_000590,Google Ads,121.175.217.137,433,2024-03-16 12:31:31,"Lisboa, Portugal",C0026,,mobile,False
TEMP_000591,Instagram,186.136.144.253,60,2024-01-23 11:30:16,"Arequipa, Perú",C0007,,desktop,False
TEMP_000592,Google,194.61.116.189,126,2025-11-26 12:30:28,"Barcelona, España",C0025,,desktop,False
TEMP_000593,Instagram,134.110.155.96,219,2025-10-06 05:25:44,"Lima, Perú",C0023,,mobile,False
TEMP_000594,Google,173.187.229.243,60,2025-02-18 09:43:38,"París, Francia",,,mobile,False
TEMP_000595,Instagram,182.193.197.84,141,2025-03-03 22:03:01,"Lima, Perú",C0010,,mobile,False
TEMP_000596,Instagram,234.130.222.56,405,2024-11-23 18:16:28,"Monterrey, México",C0016,,mobile,False
TEMP_000597,LinkedIn,80.158.148.103,60,2025-05-16 17:03:43,"Valencia, España",C0031,,mobile,False
TEMP_000598,LinkedIn,57.58.186.6,869,2025-03-29 16:54:25,"Roma, Italia",C0012,,mobile,False
TEMP_000599,Google,31.236.250.21,563,2024-11-14 17:38:46,"Madrid, España",C0017,,desktop,False
TEMP_000600,Instagram,211.233.222.120,215,2025-03-17 10:26:39,"Málaga, España",C0018,,mobile,False
TEMP_000601,LinkedIn,150.48.251.126,160,2025-06-27 21:40:42,"Sevilla, España",C0006,,mobile,False
TEMP_000602,LinkedIn,137.49.78.187,151,2024-09-16 11:37:48,"Buenos Aires, Argentina",C0016,,desktop,False
TEMP_000603,Instagram,162.57.113.48,60,2024-09-15 15:30:29,"Sevilla, España",C0006,,mobile,False
TEMP_000604,Google,104.55.250.76,11,2024-11-17 09:35:44,"Lyon, Francia",,,mobile,False
TEMP_000605,Instagram,121.164.10.54,355,2024-09-01 08:07:22,"Medellín, Colombia",C0006,,mobile,False
TEMP_000606,Google,253.178.61.110,60,2025-03-14 16:13:53,"Buenos Aires, Argentina",C0017,,desktop,False
TEMP_000607,Google Ads,219.50.76.61,60,2025-05-26 07:16:05,"Roma, Italia",,U00669,mobile,False
TEMP_000608,Instagram,170.134.128.97,258,2025-10-30 08:16:11,"Bilbao, España",C0005,,mobile,False
TEMP_000609,Google Ads,84.131.204.207,214,2024-10-03 13:17:11,"Milán, Italia",C0007,,desktop,False
TEMP_000610,LinkedIn,201.11.125.100,190,2025-09-09 16:10:42,"Barcelona, España",C0027,,tablet,False
TEMP_000611,Instagram,239.106.63.64,895,2025-08-07 10:10:47,"Rosario, Argentina",C0030,,desktop,False
TEMP_000612,LinkedIn,50.113.67.144,48,2024-11-30 07:23:16,"Madrid, España",C0019,,tablet,False
TEMP_000613,LinkedIn,59.149.157.171,336,2024-06-22 07:18:42,"Zaragoza, España",C0022,,desktop,False
TEMP_000614,LinkedIn,226.19.13.117,60,2025-01-19 15:08:04,"Madrid, España",C0030,,mobile,False
TEMP_000615,LinkedIn,132.193.58.116,79,2024-10-22 16:28:34,"Córdoba, Argentina",C0007,U00335,mobile,False
TEMP_000616,Google Ads,156.168.139.150,452,2025-06-06 17:12:26,"Santiago, Chile",C0029,,mobile,False
TEMP_000617,Instagram,42.118.138.21,135,2024-11-03 09:49:20,"Madrid, España",C0024,,mobile,False
TEMP_000618,Google Ads,200.224.140.162,60,2024-09-09 08:13:28,"Málaga, España",,U00406,mobile,True
TEMP_000619,Instagram,124.130.212.88,464,2024-08-28 09:23:54,"Barcelona, España",C0014,,mobile,False
TEMP_000620,Google,238.1.245.53,286,2025-06-09 10:11:16,"Barcelona, España",C0031,,desktop,False
TEMP_000621,LinkedIn,226.15.80.145,331,2024-09-12 11:07:42,"Barcelona, España",C0002,U00338,desktop,True
TEMP_000622,Instagram,168.3.91.214,60,2024-07-30 11:54:14,"Barcelona, España",,U00574,mobile,True
TEMP_000623,Instagram,47.242.181.248,533,2025-01-11 19:45:21,"Ciudad de México, México",C0027,,mobile,False
TEMP_000624,Google Ads,231.58.240.126,19,2024-12-14 14:01:52,"Valencia, España",C0031,,mobile,False
TEMP_000625,Google Ads,66.228.120.175,60,2025-03-11 14:59:26,"Cali, Colombia",C0014,,mobile,False
TEMP_000626,LinkedIn,156.76.251.212,767,2025-09-13 19:30:47,"Lima, Perú",C0027,,mobile,False
TEMP_000627,Google,135.146.17.186,60,2024-09-07 06:27:42,"Bilbao, España",C0023,U00568,mobile,True
TEMP_000628,Google,233.248.143.254,60,2024-01-12 12:28:29,"Málaga, España",C0008,,mobile,False
TEMP_000629,Instagram,204.129.204.40,464,2024-12-09 13:24:45,"Zaragoza, España",C0009,,tablet,False
TEMP_000630,LinkedIn,173.158.126.164,900,2025-01-20 17:59:06,"Arequipa, Perú",C0017,,mobile,False
TEMP_000631,Google,218.146.97.108,60,2025-05-13 16:13:04,"Madrid, España",,,desktop,False
TEMP_000632,Google,145.148.80.136,143,2025-08-15 23:40:52,"Córdoba, Argentina",C0005,,mobile,False
TEMP_000633,Instagram,74.241.136.213,65,2024-03-23 10:53:07,"Lima, Perú",C0003,,mobile,False
TEMP_000634,Instagram,97.100.73.146,166,2024-10-07 09:49:36,"Zaragoza, España",C0022,,mobile,False
TEMP_000635,LinkedIn,158.144.214.130,900,2025-03-15 10:56:59,"Ciudad de México, México",C0009,,tablet,False
TEMP_000636,Google Ads,210.14.92.181,900,2025-01-24 10:12:10,"Valencia, España",C0028,,mobile,False
TEMP_000637,LinkedIn,98.187.151.123,60,2024-06-05 05:11:37,"Valencia, España",C0026,U0066,mobile,False
TEMP_000638,LinkedIn,143.230.173.250,45,2025-10-25 11:03:50,"Bogotá, Colombia",C0015,,tablet,False
TEMP_000639,LinkedIn,25.208.228.236,626,2024-01-03 08:40:44,"Madrid, España",,,mobile,False
TEMP_000640,Google Ads,138.124.149.233,103,2024-05-02 17:58:15,"París, Francia",C0004,,mobile,False
TEMP_000641,Google,248.159.66.39,60,2025-10-06 07:54:17,"Zaragoza, España",C0017,,desktop,False
TEMP_000642,LinkedIn,229.38.18.120,77,2025-04-18 17:25:14,"Valparaíso, Chile",C0028,U00215,mobile,False
TEMP_000643,LinkedIn,190.188.65.128,139,2025-11-02 21:16:33,"Madrid, España",C0002,,tablet,False
TEMP_000644,Google,229.204.234.196,93,2024-07-03 11:59:25,"Málaga, España",,,mobile,False
TEMP_000645,Instagram,24.52.43.34,60,2025-05-03 16:15:36,"Málaga, España",C0012,,desktop,False
TEMP_000646,LinkedIn,219.180.233.82,60,2025-06-23 11:44:50,"Barcelona, España",C0009,U00442,mobile,True
TEMP_000647,Google Ads,250.238.27.221,241,2025-08-10 00:12:34,"Zaragoza, España",C0013,,tablet,False
TEMP_000648,LinkedIn,29.115.46.148,350,2025-02-03 23:52:02,"Bilbao, España",C0003,,tablet,False
TEMP_000649,Instagram,5.216.121.222,60,2024-05-25 13:12:43,"Madrid, España",C0024,,tablet,False
TEMP_000650,LinkedIn,111.142.188.247,576,2025-07-20 06:08:23,"Buenos Aires, Argentina",C0010,,tablet,False
TEMP_000651,Google,96.133.83.11,60,2024-08-24 11:44:14,"Barcelona, España",C0007,,desktop,False
TEMP_000652,Google,121.78.166.86,585,2024-05-11 08:33:24,"Cali, Colombia",C0024,U00159,mobile,True
TEMP_000653,Instagram,95.198.209.251,318,2024-10-31 18:28:31,"Cali, Colombia",C0016,,mobile,False
TEMP_000654,Google,112.26.124.112,183,2025-03-24 15:08:58,"Lisboa, Portugal",C0005,U00167,mobile,True
TEMP_000655,Google Ads,53.150.106.224,60,2024-04-25 11:24:14,"Bilbao, España",C0015,,mobile,False
TEMP_000656,Google Ads,13.183.154.59,310,2025-10-07 09:59:43,"Valparaíso, Chile",C0006,,mobile,False
TEMP_000657,Instagram,93.170.131.228,121,2024-03-01 06:45:24,"Sevilla, España",C0026,U00608,desktop,True
TEMP_000658,Instagram,169.213.231.33,72,2024-11-23 08:10:11,"Zaragoza, España",C0010,,desktop,False
TEMP_000659,Google Ads,213.245.9.116,180,2024-10-09 09:27:11,"Valencia, España",C0028,U00523,tablet,True
TEMP_000660,LinkedIn,65.251.90.48,323,2025-07-10 19:32:48,"Sevilla, España",C0023,U00678,mobile,True
TEMP_000661,LinkedIn,25.203.15.78,101,2025-03-20 09:15:07,"Bilbao, España",C0027,,desktop,False
TEMP_000662,LinkedIn,142.11.44.253,60,2024-06-27 07:01:56,"Madrid, España",,,desktop,False
TEMP_000663,Google Ads,117.77.222.21,114,2024-12-24 09:24:24,"Málaga, España",C0001,,tablet,False
TEMP_000664,LinkedIn,68.220.192.110,294,2025-08-14 11:15:02,"Zaragoza, España",C0024,,desktop,False
TEMP_000665,LinkedIn,251.147.190.251,51,2024-02-29 14:09:26,"Ciudad de México, México",C0030,,mobile,False
TEMP_000666,Google,129.123.169.18,202,2025-07-01 08:23:55,"Bogotá, Colombia",,,mobile,False
TEMP_000667,LinkedIn,92.79.171.88,97,2025-03-05 17:51:04,"Madrid, España",C0008,,tablet,False
TEMP_000668,Instagram,97.181.103.50,60,2024-06-08 04:51:52,"Monterrey, México",C0003,,desktop,False
TEMP_000669,Instagram,38.139.49.94,59,2025-01-13 14:18:32,"Guadalajara, México",C0024,U00599,tablet,True
TEMP_000670,LinkedIn,133.12.107.80,658,2025-06-15 07:07:46,"Rosario, Argentina",C0015,U0028,desktop,False
TEMP_000671,Google Ads,81.232.236.77,593,2024-04-21 15:56:58,"Rosario, Argentina",C0009,,desktop,False
TEMP_000672,LinkedIn,225.57.88.239,405,2024-11-04 18:11:31,"Zaragoza, España",C0001,,desktop,False
TEMP_000673,Google Ads,26.97.206.239,273,2025-11-19 17:44:09,"Bilbao, España",C0009,U00114,tablet,True
TEMP_000674,Instagram,242.225.246.120,599,2025-06-07 09:25:07,"Málaga, España",C0005,,tablet,False
TEMP_000675,LinkedIn,83.98.30.35,149,2025-11-20 12:14:40,"Madrid, España",C0022,,mobile,False
TEMP_000676,LinkedIn,249.48.157.60,60,2024-12-19 13:51:23,"Medellín, Colombia",C0006,,mobile,False
TEMP_000677,Instagram,170.120.26.95,288,2025-08-04 19:47:47,"Zaragoza, España",C0008,,mobile,False
TEMP_000678,Instagram,187.204.74.76,67,2024-06-21 15:17:40,"Rosario, Argentina",C0028,U00624,mobile,True
TEMP_000679,LinkedIn,187.108.17.32,78,2024-06-25 08:31:20,"Lima, Perú",C0030,,tablet,False
TEMP_000680,Google Ads,96.69.30.199,503,2025-07-09 21:00:43,"Milán, Italia",C0017,,tablet,False
TEMP_000681,Instagram,1.102.122.147,131,2025-07-23 22:55:23,"Bilbao, España",C0017,,mobile,False
TEMP_000682,Google Ads,247.117.125.228,294,2024-09-03 14:39:28,"Madrid, España",C0008,,mobile,False
TEMP_000683,LinkedIn,102.101.40.184,180,2024-02-19 06:59:35,"Zaragoza, España",C0014,U00294,mobile,True
TEMP_000684,LinkedIn,5.55.107.111,900,2024-10-15 18:05:17,"Zaragoza, España",C0017,,tablet,False
TEMP_000685,Instagram,10.135.248.27,449,2024-12-27 11:47:36,"Monterrey, México",C0018,U00155,desktop,True
TEMP_000686,LinkedIn,126.150.82.146,544,2025-11-16 18:46:18,"Sevilla, España",,,mobile,False
TEMP_000687,LinkedIn,210.14.92.181,489,2024-06-23 10:46:14,"Arequipa, Perú",C0021,,mobile,False
TEMP_000688,LinkedIn,215.255.98.24,206,2025-02-27 14:56:49,"Bogotá, Colombia",,U00107,desktop,True
TEMP_000689,LinkedIn,42.229.225.125,461,2025-10-24 09:01:55,"Oporto, Portugal",C0017,,mobile,False
TEMP_000690,Google,223.57.102.29,324,2025-05-12 13:36:29,"Madrid, España",C0011,,tablet,False
TEMP_000691,LinkedIn,139.179.246.192,651,2024-11-27 10:03:49,"Bilbao, España",C0025,,tablet,False
TEMP_000692,Google Ads,170.172.161.107,116,2025-08-27 02:50:23,"Málaga, España",C0020,,mobile,False
TEMP_000693,LinkedIn,128.44.5.201,825,2024-10-18 04:56:21,"Medellín, Colombia",C0005,U00173,mobile,True
TEMP_000694,Instagram,127.223.31.100,503,2025-06-08 09:31:51,"Valparaíso, Chile",C0011,,mobile,False
TEMP_000695,Instagram,66.215.96.162,60,2024-06-05 18:44:17,"Ciudad de México, México",,U00569,mobile,True
TEMP_000696,Instagram,22.134.112.156,117,2024-05-30 13:24:46,"Málaga, España",C0027,,mobile,False
TEMP_000697,Google Ads,150.27.12.32,900,2025-07-12 09:14:24,"Milán, Italia",C0016,,mobile,False
TEMP_000698,Google Ads,56.186.68.247,163,2024-01-20 21:26:42,"Medellín, Colombia",C0008,,mobile,False
TEMP_000699,LinkedIn,23.129.183.14,150,2024-03-16 16:38:55,"Roma, Italia",C0005,,tablet,False
TEMP_000700,Instagram,132.17.202.119,91,2025-01-06 12:07:26,"Zaragoza, España",,,mobile,False
TEMP_000701,Google Ads,221.168.81.40,639,2024-02-12 08:38:01,"Lyon, Francia",C0030,,tablet,False
TEMP_000702,LinkedIn,41.8.76.186,411,2025-09-12 17:03:20,"Zaragoza, España",,,mobile,False
TEMP_000703,Instagram,91.37.20.112,60,2025-11-09 07:34:15,"Arequipa, Perú",C0007,,mobile,False
TEMP_000704,LinkedIn,54.187.86.32,60,2025-11-10 18:40:55,"Barcelona, España",C0010,,mobile,False
TEMP_000705,Instagram,70.113.9.29,342,2025-07-31 08:19:17,"Bilbao, España",C0007,U00601,mobile,True
TEMP_000706,Instagram,246.88.191.232,210,2024-05-28 06:11:07,"Lima, Perú",C0008,U00127,mobile,False
TEMP_000707,Instagram,29.175.213.6,489,2024-09-22 23:04:05,"Málaga, España",C0015,,tablet,False
TEMP_000708,Google Ads,80.34.8.75,37,2024-02-21 07:31:49,"Bilbao, España",,,tablet,False
TEMP_000709,Instagram,47.229.60.190,63,2025-05-28 16:34:02,"Cali, Colombia",,,mobile,False
TEMP_000710,Google Ads,14.158.177.39,664,2025-03-17 18:18:38,"Bilbao, España",C0013,,mobile,False
TEMP_000711,Google,110.237.157.206,17,2024-11-03 15:31:24,"Málaga, España",C0018,,mobile,False
TEMP_000712,Instagram,109.61.120.103,308,2024-11-08 10:10:28,"Córdoba, Argentina",,,desktop,False
TEMP_000713,Instagram,251.109.160.150,346,2024-02-17 16:10:46,"Valencia, España",,,mobile,False
TEMP_000714,Instagram,95.95.216.54,30,2024-07-01 08:45:14,"Lyon, Francia",,,mobile,False
TEMP_000715,Google Ads,224.164.96.160,60,2025-07-12 10:50:57,"Oporto, Portugal",C0018,,tablet,False
TEMP_000716,LinkedIn,15.173.213.113,129,2025-04-24 17:52:04,"Bilbao, España",C0002,,tablet,False
TEMP_000717,Google Ads,149.124.170.13,123,2025-09-08 10:45:45,"Rosario, Argentina",C0030,,desktop,False
TEMP_000718,Instagram,158.116.9.204,60,2024-05-31 15:39:54,"Madrid, España",,U00261,mobile,False
TEMP_000719,Google,39.151.217.234,87,2024-03-18 13:17:14,"Guadalajara, México",C0001,U00311,mobile,False
TEMP_000720,Instagram,161.183.149.198,60,2024-07-21 13:17:37,"Arequipa, Perú",C0002,,mobile,False
TEMP_000721,Instagram,249.117.105.45,170,2024-11-07 14:36:55,"Málaga, España",C0030,,desktop,False
TEMP_000722,Google,250.233.180.168,396,2024-04-04 15:37:40,"Sevilla, España",C0012,,desktop,False
TEMP_000723,Google,53.232.14.157,10,2025-01-26 05:40:45,"Bilbao, España",,U00384,mobile,True
TEMP_000724,LinkedIn,65.116.24.35,151,2024-11-08 11:26:05,"Ciudad de México, México",C0013,,tablet,False
TEMP_000725,Instagram,97.101.225.152,351,2025-11-27 12:13:49,"Bogotá, Colombia",C0008,,mobile,False
TEMP_000726,Instagram,8.238.156.211,60,2025-06-03 09:50:49,"Santiago, Chile",C0025,,desktop,False
TEMP_000727,Google,236.131.45.114,383,2024-11-20 16:32:57,"Milán, Italia",C0030,,mobile,False
TEMP_000728,Instagram,176.8.242.90,60,2024-11-26 12:04:37,"Madrid, España",C0014,,mobile,False
TEMP_000729,LinkedIn,169.251.221.189,569,2025-05-19 12:55:57,"Ciudad de México, México",C0022,U00126,mobile,False
TEMP_000730,Google,77.134.128.220,36,2025-01-04 14:59:44,"Santiago, Chile",C0012,,desktop,False
TEMP_000731,Instagram,11.5.30.244,295,2024-03-24 12:04:40,"Valparaíso, Chile",C0031,,mobile,False
TEMP_000732,Instagram,138.179.24.4,499,2024-12-02 19:20:29,"Córdoba, Argentina",C0011,,mobile,False
TEMP_000733,Google,166.180.109.22,296,2025-01-24 21:28:30,"Monterrey, México",C0017,,desktop,False
TEMP_000734,Google,125.163.54.77,236,2024-11-10 08:25:13,"Madrid, España",C0015,,desktop,False
TEMP_000735,Google,191.54.25.160,109,2024-04-10 00:05:38,"Barcelona, España",C0030,,desktop,False
TEMP_000736,LinkedIn,6.111.145.17,344,2024-10-28 16:32:44,"Barcelona, España",C0013,,desktop,False
TEMP_000737,LinkedIn,167.210.249.68,379,2025-05-10 13:01:58,"Valparaíso, Chile",C0030,,desktop,False
TEMP_000738,Google,84.158.153.155,275,2024-04-17 20:58:10,"Bilbao, España",C0019,,desktop,False
TEMP_000739,LinkedIn,81.14.6.254,190,2024-10-07 10:37:23,"Sevilla, España",C0012,U00290,mobile,True
TEMP_000740,LinkedIn,104.114.160.53,63,2025-03-24 11:17:45,"Bilbao, España",C0026,,mobile,False
TEMP_000741,LinkedIn,98.111.24.154,202,2024-04-16 19:13:56,"Valparaíso, Chile",C0029,,mobile,False
TEMP_000742,Instagram,50.0.158.77,779,2024-12-15 16:29:50,"Madrid, España",C0016,,mobile,False
TEMP_000743,Google Ads,184.137.7.177,10,2024-09-08 09:59:43,"Madrid, España",C0018,U00232,mobile,True
TEMP_000744,LinkedIn,11.80.175.103,343,2024-07-19 09:40:15,"Zaragoza, España",,,mobile,False
TEMP_000745,LinkedIn,99.56.113.75,69,2025-03-22 23:34:00,"Valparaíso, Chile",,,mobile,False
TEMP_000746,Google Ads,130.76.186.180,60,2025-11-23 13:20:38,"Roma, Italia",C0016,U00158,desktop,True
TEMP_000747,Google Ads,232.86.243.72,134,2025-05-19 19:51:19,"Madrid, España",C0010,,desktop,False
